,idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,background,industrial,traffic,no2
2482,2482,STA.IT2040A,STA.IT2040A/S2B_MSIL2A_20200801T100559_N0214_R022_T32SNJ_20200801T135302.npy,STA.IT2040A/l3_mean_europe_2018_2020_005dg.netcdf,IT,8.0,125.3,0,0,1,1,0,0,14.770448770465114
2483,2483,STA_ES1529A,STA_ES1529A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,STA_ES1529A/l3_mean_europe_2018_2020_005dg.netcdf,ES,30.0,110.4,0,0,1,1,0,0,13.764530072140456
2484,2484,STA.IT0778A,STA.IT0778A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0778A/l3_mean_europe_2018_2020_005dg.netcdf,IT,125.0,410.6,0,0,1,0,0,1,33.836827725412014
2485,2485,STA_ES1930A,STA_ES1930A/S2A_MSIL2A_20200118T104351_N0213_R008_T31TCF_20200118T120816.npy,STA_ES1930A/l3_mean_europe_2018_2020_005dg.netcdf,ES,34.0,127.8,1,0,0,1,0,0,5.742608081046059
2486,2486,STA-TR410141,STA-TR410141/S2B_MSIL2A_20200807T084559_N0214_R107_T36TTL_20200807T111514.npy,STA-TR410141/l3_mean_europe_2018_2020_005dg.netcdf,TR,8.0,530.0,0,0,1,1,0,0,40.36056749876344
2487,2487,STA_ES1673A,STA_ES1673A/S2A_MSIL2A_20200725T110631_N0214_R137_T30TWN_20200725T120536.npy,STA_ES1673A/l3_mean_europe_2018_2020_005dg.netcdf,ES,50.0,108.5,0,0,1,0,0,1,13.777406725011517
2488,2488,STA-FR20019,STA-FR20019/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR20019/l3_mean_europe_2018_2020_005dg.netcdf,FR,180.0,576.2,0,0,1,0,0,1,34.35680493693429
2489,2489,STA-TR4101241,STA-TR4101241/S2B_MSIL2A_20200830T085559_N0214_R007_T35TQF_20200830T111825.npy,STA-TR4101241/l3_mean_europe_2018_2020_005dg.netcdf,TR,161.0,530.0,0,0,1,1,0,0,31.345745641697683
2490,2490,STA.IT0989A,STA.IT0989A/S2B_MSIL2A_20201216T100329_N0214_R122_T33TUH_20201216T122746.npy,STA.IT0989A/l3_mean_europe_2018_2020_005dg.netcdf,IT,948.0,57.0,1,0,0,1,0,0,5.032576505429417
2491,2491,STA-BETN016,STA-BETN016/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETN016/l3_mean_europe_2018_2020_005dg.netcdf,BE,30.0,342.7,1,0,0,1,0,0,17.06829153420464
2492,2492,STA_ES1340A,STA_ES1340A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,STA_ES1340A/l3_mean_europe_2018_2020_005dg.netcdf,ES,18.0,52.5,0,0,1,0,0,1,29.0
2493,2493,STA.IT1830A,STA.IT1830A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT1830A/l3_mean_europe_2018_2020_005dg.netcdf,IT,91.0,119.6,0,0,1,1,0,0,24.355639186169583
2494,2494,STA-FR31003,STA-FR31003/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXQ_20200806T131026.npy,STA-FR31003/l3_mean_europe_2018_2020_005dg.netcdf,FR,3.0,162.6,0,0,1,0,0,1,19.43568301877448
2495,2495,STA-BG0075A,STA-BG0075A/S2B_MSIL2A_20200731T085559_N0214_R007_T35TNH_20200731T120922.npy,STA-BG0075A/l3_mean_europe_2018_2020_005dg.netcdf,BG,83.0,124.9,0,0,1,1,0,0,33.02561287783335
2496,2496,Station_GB0642A,Station_GB0642A/S2B_MSIL2A_20200421T110619_N0214_R137_T30UXC_20200421T132513.npy,Station_GB0642A/l3_mean_europe_2018_2020_005dg.netcdf,GB,34.0,3360.3,0,0,1,1,0,0,46.47394989493647
2497,2497,STA-FR04131,STA-FR04131/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04131/l3_mean_europe_2018_2020_005dg.netcdf,FR,42.0,21043.6,0,0,1,0,0,1,52.21509866548188
2498,2498,STA.IT2161A,STA.IT2161A/S2B_MSIL2A_20201113T095249_N0214_R079_T33TVG_20201113T121940.npy,STA.IT2161A/l3_mean_europe_2018_2020_005dg.netcdf,IT,803.0,59.6,0,1,0,1,0,0,11.099315068493151
2499,2499,STA-SE0101A,STA-SE0101A/S2A_MSIL2A_20200613T103031_N0214_R108_T34WET_20200613T120604.npy,STA-SE0101A/l3_mean_europe_2018_2020_005dg.netcdf,SE,30.0,2.6,0,0,1,1,0,0,10.788353268914497
2500,2500,STA-NL00565,STA-NL00565/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00565/l3_mean_europe_2018_2020_005dg.netcdf,NL,1.0,1968.5,1,0,0,1,0,0,23.43630419472241
2501,2501,STA.IT1880A,STA.IT1880A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1880A/l3_mean_europe_2018_2020_005dg.netcdf,IT,11.0,445.9,0,0,1,0,0,1,38.02842346139949
2502,2502,STA_ES1899A,STA_ES1899A/S2A_MSIL2A_20200118T104351_N0213_R008_T31TCF_20200118T120816.npy,STA_ES1899A/l3_mean_europe_2018_2020_005dg.netcdf,ES,155.0,718.7,1,0,0,0,1,0,13.611907386990078
2503,2503,STA.IT1177A,STA.IT1177A/S2B_MSIL2A_20200722T100559_N0214_R022_T32TPR_20200722T141538.npy,STA.IT1177A/l3_mean_europe_2018_2020_005dg.netcdf,IT,36.0,317.2,0,0,1,1,0,0,31.87830500472144
2504,2504,STA.06.156,STA.06.156/S2B_MSIL2A_20201004T095039_N0214_R079_T33TWN_20201004T120417.npy,STA.06.156/l3_mean_europe_2018_2020_005dg.netcdf,AT,1180.0,80.9,1,0,0,1,0,0,3.452760503602722
2505,2505,STA-BG0055A,STA-BG0055A/S2A_MSIL2A_20200131T091231_N0213_R050_T35TLG_20200131T104603.npy,STA-BG0055A/l3_mean_europe_2018_2020_005dg.netcdf,BG,208.0,62.3,0,0,1,0,0,1,17.231442019876052
2506,2506,STA.IT2061A,STA.IT2061A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TQP_20201119T120649.npy,STA.IT2061A/l3_mean_europe_2018_2020_005dg.netcdf,IT,380.0,140.3,0,1,0,1,0,0,12.659398875957718
2507,2507,Station_GB0624A,Station_GB0624A/S2B_MSIL2A_20200119T110259_N0213_R094_T30UYC_20200119T121843.npy,Station_GB0624A/l3_mean_europe_2018_2020_005dg.netcdf,GB,20.0,15794.2,0,0,1,0,0,1,46.99893989608386
2508,2508,STA-FR07057,STA-FR07057/S2B_MSIL2A_20200724T104619_N0214_R051_T31TEM_20200724T142034.npy,STA-FR07057/l3_mean_europe_2018_2020_005dg.netcdf,FR,221.0,45.6,0,0,1,1,0,0,11.310485723953729
2509,2509,STA-SE0087A,STA-SE0087A/S2A_MSIL2A_20200319T101021_N0214_R022_T33VXF_20200319T130518.npy,STA-SE0087A/l3_mean_europe_2018_2020_005dg.netcdf,SE,16.0,356.6,0,0,1,0,0,1,36.20449516331548
2510,2510,STA.CZ_BBNV,STA.CZ_BBNV/S2A_MSIL2A_20200922T100031_N0214_R122_T33UXQ_20200924T114821.npy,STA.CZ_BBNV/l3_mean_europe_2018_2020_005dg.netcdf,CZ,235.0,168.6,0,0,1,0,0,1,37.81856523820379
2511,2511,STA-RO0215A,STA-RO0215A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TLJ_20200828T114933.npy,STA-RO0215A/l3_mean_europe_2018_2020_005dg.netcdf,RO,31.0,59.5,0,0,1,1,0,0,14.98038203032833
2512,2512,STA_PL0236A,STA_PL0236A/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA_PL0236A/l3_mean_europe_2018_2020_005dg.netcdf,PL,353.0,286.3,0,0,1,1,0,0,13.689428378980784
2513,2513,STA.06.177,STA.06.177/S2B_MSIL2A_20200821T100559_N0214_R022_T33TVN_20200821T130423.npy,STA.06.177/l3_mean_europe_2018_2020_005dg.netcdf,AT,649.0,24.3,0,1,0,1,0,0,14.772703953624973
2514,2514,STA.08.0503,STA.08.0503/S2A_MSIL2A_20200730T102031_N0214_R065_T32TNT_20200730T120016.npy,STA.08.0503/l3_mean_europe_2018_2020_005dg.netcdf,AT,1020.0,444.5,1,0,0,1,0,0,6.285110257507272
2515,2515,STA.IT1869A,STA.IT1869A/S2B_MSIL2A_20200913T101629_N0214_R065_T32TPR_20200913T131152.npy,STA.IT1869A/l3_mean_europe_2018_2020_005dg.netcdf,IT,19.0,181.7,0,0,1,0,0,1,22.08695184757478
2516,2516,STA-FR03071,STA-FR03071/S2A_MSIL2A_20200623T103031_N0214_R108_T31TGH_20200623T142851.npy,STA-FR03071/l3_mean_europe_2018_2020_005dg.netcdf,FR,26.0,177.6,0,0,1,1,0,0,21.449442334296887
2517,2517,STA.DE_DETH083,STA.DE_DETH083/S2B_MSIL2A_20200406T101559_N0214_R065_T32UPB_20200406T134514.npy,STA.DE_DETH083/l3_mean_europe_2018_2020_005dg.netcdf,DE,220.0,770.9,0,0,1,0,0,1,24.09560459388973
2518,2518,STA-RO0123A,STA-RO0123A/S2B_MSIL2A_20200922T090659_N0214_R050_T35TML_20200922T110348.npy,STA-RO0123A/l3_mean_europe_2018_2020_005dg.netcdf,RO,98.0,68.9,0,0,1,1,0,0,26.89033767592946
2519,2519,STA-SE155530,STA-SE155530/S2A_MSIL2A_20200119T101331_N0213_R022_T33VWG_20200119T103522.npy,STA-SE155530/l3_mean_europe_2018_2020_005dg.netcdf,SE,23.0,53.3,0,0,1,0,0,1,13.998444205537266
2520,2520,STA-FR33102,STA-FR33102/S2A_MSIL2A_20200414T103021_N0214_R108_T31TGL_20200414T132613.npy,STA-FR33102/l3_mean_europe_2018_2020_005dg.netcdf,FR,383.0,69.8,0,0,1,1,0,0,15.450052170417392
2521,2521,STA_ES2011A,STA_ES2011A/S2A_MSIL2A_20200808T105031_N0214_R051_T31TDF_20200808T115957.npy,STA_ES2011A/l3_mean_europe_2018_2020_005dg.netcdf,ES,65.0,718.7,0,1,0,0,1,0,28.043522139523148
2522,2522,STA_ES1576A,STA_ES1576A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,STA_ES1576A/l3_mean_europe_2018_2020_005dg.netcdf,ES,16.0,110.4,0,1,0,0,1,0,15.918145741467857
2523,2523,STA-NL00230,STA-NL00230/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00230/l3_mean_europe_2018_2020_005dg.netcdf,NL,15.0,524.9,1,0,0,1,0,0,24.78443092590915
2524,2524,STA_ES2028A,STA_ES2028A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES2028A/l3_mean_europe_2018_2020_005dg.netcdf,ES,622.0,827.3,0,0,1,0,0,1,33.36726176675168
2525,2525,STA.DE_DEBW023,STA.DE_DEBW023/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA.DE_DEBW023/l3_mean_europe_2018_2020_005dg.netcdf,DE,275.0,284.9,0,1,0,1,0,0,17.571226961783303
2526,2526,STA_ES0926A,STA_ES0926A/S2A_MSIL2A_20200702T105621_N0214_R094_T30SUH_20200702T135414.npy,STA_ES0926A/l3_mean_europe_2018_2020_005dg.netcdf,ES,432.0,57.6,1,0,0,0,1,0,2.850766737314549
2527,2527,STA-BETN052,STA-BETN052/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETN052/l3_mean_europe_2018_2020_005dg.netcdf,BE,27.0,714.6,0,1,0,1,0,0,18.8989898989899
2528,2528,STA.IT1917A,STA.IT1917A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1917A/l3_mean_europe_2018_2020_005dg.netcdf,IT,16.0,142.1,0,1,0,1,0,0,28.0444364809174
2529,2529,STA-FR20045,STA-FR20045/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR20045/l3_mean_europe_2018_2020_005dg.netcdf,FR,209.0,576.2,0,1,0,1,0,0,23.78451950281316
2530,2530,STA-BETR702,STA-BETR702/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR702/l3_mean_europe_2018_2020_005dg.netcdf,BE,8.0,594.5,0,0,1,0,0,1,33.98222195618341
2531,2531,STA.IT1735A,STA.IT1735A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT1735A/l3_mean_europe_2018_2020_005dg.netcdf,IT,90.0,187.1,0,0,1,1,0,0,19.553111192896772
2532,2532,STA.IT0777A,STA.IT0777A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0777A/l3_mean_europe_2018_2020_005dg.netcdf,IT,292.0,459.1,0,0,1,0,0,1,37.36123274238028
2533,2533,STA-FR04122,STA-FR04122/S2B_MSIL2A_20200326T104639_N0214_R051_T31UDP_20200326T141923.npy,STA-FR04122/l3_mean_europe_2018_2020_005dg.netcdf,FR,48.0,240.8,0,1,0,0,0,1,42.02088614897864
2534,2534,STA.DE_DEBW107,STA.DE_DEBW107/S2A_MSIL2A_20200908T102031_N0214_R065_T32UNU_20200908T130954.npy,STA.DE_DEBW107/l3_mean_europe_2018_2020_005dg.netcdf,DE,325.0,437.3,0,1,0,1,0,0,20.632095301227523
2535,2535,STA-RS0028A,STA-RS0028A/S2A_MSIL2A_20200817T094041_N0214_R036_T34TDQ_20200817T110529.npy,STA-RS0028A/l3_mean_europe_2018_2020_005dg.netcdf,RS,83.0,535.2,0,0,1,0,0,1,43.93797477509276
2536,2536,STA.DE_DEBW005,STA.DE_DEBW005/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW005/l3_mean_europe_2018_2020_005dg.netcdf,DE,94.0,2204.9,0,1,0,0,1,0,24.3342973724
2537,2537,STA.DE_DENI038,STA.DE_DENI038/S2A_MSIL2A_20200507T104031_N0214_R008_T32UMC_20200507T133648.npy,STA.DE_DENI038/l3_mean_europe_2018_2020_005dg.netcdf,DE,95.0,1371.3,0,0,1,1,0,0,18.280412916585828
2538,2538,STA-BETN043,STA-BETN043/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETN043/l3_mean_europe_2018_2020_005dg.netcdf,BE,17.0,7471.5,0,1,0,0,1,0,36.89551543389633
2539,2539,STA-RO0170A,STA-RO0170A/S2A_MSIL2A_20200702T092031_N0214_R093_T34TGS_20200702T114806.npy,STA-RO0170A/l3_mean_europe_2018_2020_005dg.netcdf,RO,300.0,80.4,0,0,1,0,1,0,8.361804606322702
2540,2540,STA-FR03070,STA-FR03070/S2A_MSIL2A_20200204T103221_N0214_R108_T31TGJ_20200204T121112.npy,STA-FR03070/l3_mean_europe_2018_2020_005dg.netcdf,FR,5.0,177.6,0,1,0,1,0,0,11.073561880693784
2541,2541,STA.DE_DEBY113,STA.DE_DEBY113/S2A_MSIL2A_20200322T102021_N0214_R065_T32UPV_20200322T120506.npy,STA.DE_DEBY113/l3_mean_europe_2018_2020_005dg.netcdf,DE,284.0,1466.8,0,1,0,1,0,0,17.668749794411156
2542,2542,STA.10.ZOE2,STA.10.ZOE2/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.10.ZOE2/l3_mean_europe_2018_2020_005dg.netcdf,AT,899.0,70.2,1,0,0,1,0,0,3.647397778828544
2543,2543,STA_ES1597A,STA_ES1597A/S2B_MSIL2A_20200720T110619_N0214_R137_T30TUM_20200720T131521.npy,STA_ES1597A/l3_mean_europe_2018_2020_005dg.netcdf,ES,753.0,64.3,0,1,0,0,1,0,12.75528559747693
2544,2544,STA-PT01041,STA-PT01041/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNG_20200519T141241.npy,STA-PT01041/l3_mean_europe_2018_2020_005dg.netcdf,PT,175.0,327.9,0,0,1,0,0,1,49.9089268254756
2545,2545,Station_GB0777A,Station_GB0777A/S2B_MSIL2A_20200812T112119_N0214_R037_T30UWE_20200812T132459.npy,Station_GB0777A/l3_mean_europe_2018_2020_005dg.netcdf,GB,26.0,4421.5,0,0,1,0,1,0,17.573000618746256
2546,2546,STA.DE_DEBW033,STA.DE_DEBW033/S2A_MSIL2A_20200921T103031_N0214_R108_T32UMV_20200921T151006.npy,STA.DE_DEBW033/l3_mean_europe_2018_2020_005dg.netcdf,DE,278.0,1274.6,0,0,1,1,0,0,24.606295903954763
2547,2547,STA.05.1066,STA.05.1066/S2A_MSIL2A_20200518T101031_N0214_R022_T32UQU_20200518T130110.npy,STA.05.1066/l3_mean_europe_2018_2020_005dg.netcdf,AT,430.0,216.9,0,0,1,0,0,1,24.485654290802103
2548,2548,STA.DE_DEBE067,STA.DE_DEBE067/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBE067/l3_mean_europe_2018_2020_005dg.netcdf,DE,35.0,4289.8,0,0,1,0,0,1,43.4133646425146
2549,2549,STA.IT2255A,STA.IT2255A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT2255A/l3_mean_europe_2018_2020_005dg.netcdf,IT,576.0,823.7,1,0,0,1,0,0,9.553523399677246
2550,2550,STA_NO0071A,STA_NO0071A/S2B_MSIL2A_20200624T104629_N0214_R051_T32VNM_20200624T134207.npy,STA_NO0071A/l3_mean_europe_2018_2020_005dg.netcdf,NO,130.0,1567.8,0,1,0,0,0,1,32.07895234710375
2551,2551,Station_GB0864A,Station_GB0864A/S2A_MSIL2A_20200919T113321_N0214_R080_T30UWE_20200919T142636.npy,Station_GB0864A/l3_mean_europe_2018_2020_005dg.netcdf,GB,45.0,1864.3,0,0,1,1,0,0,17.35190388992054
2552,2552,STA.09.A23,STA.09.A23/S2A_MSIL2A_20200422T095031_N0214_R079_T33UXP_20200422T142128.npy,STA.09.A23/l3_mean_europe_2018_2020_005dg.netcdf,AT,162.0,4780.6,0,1,0,0,0,1,32.560253786980965
2553,2553,STA_NO0057A,STA_NO0057A/S2B_MSIL2A_20200624T104629_N0214_R051_T32VNM_20200624T134207.npy,STA_NO0057A/l3_mean_europe_2018_2020_005dg.netcdf,NO,95.0,1567.8,0,1,0,0,0,1,33.5287583072212
2554,2554,STA.IT1588A,STA.IT1588A/S2B_MSIL2A_20190221T102039_N0211_R065_T32TMR_20190221T162447.npy,STA.IT1588A/l3_mean_europe_2018_2020_005dg.netcdf,IT,388.0,820.9,0,0,1,0,0,1,35.72145955071905
2555,2555,STA.DE_DEBW084,STA.DE_DEBW084/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW084/l3_mean_europe_2018_2020_005dg.netcdf,DE,262.0,1502.9,0,0,1,1,0,0,19.148480257262143
2556,2556,STA.IT1034A,STA.IT1034A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1034A/l3_mean_europe_2018_2020_005dg.netcdf,IT,221.0,2160.4,0,0,1,0,0,1,37.79323219747572
2557,2557,STA.DE_DESL010,STA.DE_DESL010/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL010/l3_mean_europe_2018_2020_005dg.netcdf,DE,211.0,802.7,0,0,1,1,0,0,22.89961987276391
2558,2558,STA_ES1969A,STA_ES1969A/S2B_MSIL2A_20200106T105339_N0213_R051_T31TBE_20200106T121433.npy,STA_ES1969A/l3_mean_europe_2018_2020_005dg.netcdf,ES,250.0,86.2,0,1,0,1,0,0,10.572217837411207
2559,2559,STA-FR04012,STA-FR04012/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04012/l3_mean_europe_2018_2020_005dg.netcdf,FR,66.0,21043.6,0,0,1,0,0,1,68.6423614539391
2560,2560,STA.DE_DEHH081,STA.DE_DEHH081/S2A_MSIL2A_20200921T103031_N0214_R108_T32UNE_20200921T151006.npy,STA.DE_DEHH081/l3_mean_europe_2018_2020_005dg.netcdf,DE,6.0,2585.7,0,0,1,1,0,0,30.89721139248729
2561,2561,STA-FR04017,STA-FR04017/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04017/l3_mean_europe_2018_2020_005dg.netcdf,FR,36.0,9371.4,0,0,1,1,0,0,34.02939659970593
2562,2562,STA.IT1818A,STA.IT1818A/S2B_MSIL2A_20200802T094039_N0214_R036_T33TXF_20200802T123333.npy,STA.IT1818A/l3_mean_europe_2018_2020_005dg.netcdf,IT,100.0,324.9,0,1,0,0,0,1,15.159928909406784
2563,2563,STA_ES1820A,STA_ES1820A/S2A_MSIL2A_20200715T110621_N0214_R137_T30STH_20200715T140105.npy,STA_ES1820A/l3_mean_europe_2018_2020_005dg.netcdf,ES,551.0,31.5,0,1,0,1,0,0,5.321589698102042
2564,2564,STA-BG0044A,STA-BG0044A/S2A_MSIL2A_20200828T090601_N0214_R050_T35TNH_20200828T114933.npy,STA-BG0044A/l3_mean_europe_2018_2020_005dg.netcdf,BG,6.0,53.8,0,0,1,0,1,0,14.640515363020633
2565,2565,STA-FR33302,STA-FR33302/S2B_MSIL2A_20200827T102559_N0214_R108_T31TGM_20200827T135039.npy,STA-FR33302/l3_mean_europe_2018_2020_005dg.netcdf,FR,477.0,178.9,1,0,0,1,0,0,7.357938816542849
2566,2566,STA-FR08617,STA-FR08617/S2A_MSIL2A_20200224T103021_N0214_R108_T31TFJ_20200224T132853.npy,STA-FR08617/l3_mean_europe_2018_2020_005dg.netcdf,FR,75.0,128.9,0,1,0,1,0,0,8.269304061352067
2567,2567,STA.IT1246A,STA.IT1246A/S2B_MSIL2A_20190221T102039_N0211_R065_T32TMR_20190221T162447.npy,STA.IT1246A/l3_mean_europe_2018_2020_005dg.netcdf,IT,271.0,194.6,0,0,1,1,0,0,16.397303534556055
2568,2568,STA_PL0190A,STA_PL0190A/S2B_MSIL2A_20200821T100559_N0214_R022_T33UWS_20200821T130423.npy,STA_PL0190A/l3_mean_europe_2018_2020_005dg.netcdf,PL,122.0,129.0,0,0,1,1,0,0,21.317764372261628
2569,2569,STA-BETR820,STA-BETR820/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR820/l3_mean_europe_2018_2020_005dg.netcdf,BE,11.0,1093.8,0,1,0,1,0,0,17.476289833080425
2570,2570,STA.DE_DEST077,STA.DE_DEST077/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST077/l3_mean_europe_2018_2020_005dg.netcdf,DE,58.0,1242.6,0,0,1,1,0,0,19.62352511985185
2571,2571,STA.DE_DENW206,STA.DE_DENW206/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW206/l3_mean_europe_2018_2020_005dg.netcdf,DE,222.0,1767.6,0,0,1,0,0,1,36.65899924378682
2572,2572,STA_ES1805A,STA_ES1805A/S2A_MSIL2A_20200824T110631_N0214_R137_T30TVL_20200824T154400.npy,STA_ES1805A/l3_mean_europe_2018_2020_005dg.netcdf,ES,852.0,827.3,1,0,0,1,0,0,10.849485965114935
2573,2573,STA.CZ_TOVK,STA.CZ_TOVK/S2A_MSIL2A_20200919T095031_N0214_R079_T33UYR_20200919T115531.npy,STA.CZ_TOVK/l3_mean_europe_2018_2020_005dg.netcdf,CZ,255.0,226.7,0,0,1,1,0,0,12.948086690309855
2574,2574,STA.DE_DENW078,STA.DE_DENW078/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW078/l3_mean_europe_2018_2020_005dg.netcdf,DE,42.0,1204.8,0,1,0,1,0,0,28.89385560347618
2575,2575,STA_ES1580A,STA_ES1580A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,STA_ES1580A/l3_mean_europe_2018_2020_005dg.netcdf,ES,9.0,110.4,0,0,1,0,0,1,33.2411240215203
2576,2576,STA-SE32426,STA-SE32426/S2B_MSIL2A_20200422T103619_N0214_R008_T33VUD_20200422T140230.npy,STA-SE32426/l3_mean_europe_2018_2020_005dg.netcdf,SE,3.6,71.4,0,0,1,0,0,1,26.92096568901843
2577,2577,STA.IT2231A,STA.IT2231A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT2231A/l3_mean_europe_2018_2020_005dg.netcdf,IT,15.0,360.4,0,0,1,0,0,1,30.714790956170265
2578,2578,STA_ES1992A,STA_ES1992A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES1992A/l3_mean_europe_2018_2020_005dg.netcdf,ES,81.0,718.7,0,0,1,1,0,0,28.775390625
2579,2579,STA.IT2089A,STA.IT2089A/S2A_MSIL2A_20201215T094411_N0214_R036_T33SXD_20201215T122157.npy,STA.IT2089A/l3_mean_europe_2018_2020_005dg.netcdf,IT,370.0,149.1,0,0,1,1,0,0,10.747498048806802
2580,2580,STA-FR31045,STA-FR31045/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXQ_20200806T131026.npy,STA-FR31045/l3_mean_europe_2018_2020_005dg.netcdf,FR,15.0,162.6,0,0,1,0,0,1,39.89426802320418
2581,2581,STA.IT1744A,STA.IT1744A/S2B_MSIL2A_20200802T094039_N0214_R036_T33TXF_20200802T123333.npy,STA.IT1744A/l3_mean_europe_2018_2020_005dg.netcdf,IT,245.0,57.4,0,1,0,0,1,0,6.029010843504647
2582,2582,STA-BETN029,STA-BETN029/S2A_MSIL2A_20200530T105031_N0214_R051_T31UDS_20200530T134211.npy,STA-BETN029/l3_mean_europe_2018_2020_005dg.netcdf,BE,2.0,222.6,1,0,0,1,0,0,11.217232021709632
2583,2583,STA-SK0050A,STA-SK0050A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UCV_20200822T115325.npy,STA-SK0050A/l3_mean_europe_2018_2020_005dg.netcdf,SK,276.0,130.8,0,0,1,1,0,0,16.351105878588847
2584,2584,STA.IT1741A,STA.IT1741A/S2B_MSIL2A_20200723T094039_N0214_R036_T33TXE_20200723T123151.npy,STA.IT1741A/l3_mean_europe_2018_2020_005dg.netcdf,IT,63.0,57.4,1,0,0,0,1,0,9.059578201403678
2585,2585,STA-PT03093,STA-PT03093/S2B_MSIL2A_20200822T112119_N0214_R037_T29SNC_20200823T151025.npy,STA-PT03093/l3_mean_europe_2018_2020_005dg.netcdf,PT,2.0,1010.7,0,0,1,1,0,0,13.444653520915471
2586,2586,STA-HU0026A,STA-HU0026A/S2B_MSIL2A_20200921T094039_N0214_R036_T34UDU_20200921T120812.npy,STA-HU0026A/l3_mean_europe_2018_2020_005dg.netcdf,HU,155.0,89.8,0,0,1,1,0,0,14.01705506884058
2587,2587,STA.IT0884A,STA.IT0884A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT0884A/l3_mean_europe_2018_2020_005dg.netcdf,IT,542.0,823.7,1,0,0,1,0,0,7.650310637758336
2588,2588,STA_ES1765A,STA_ES1765A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SYJ_20200215T141800.npy,STA_ES1765A/l3_mean_europe_2018_2020_005dg.netcdf,ES,54.0,236.0,0,1,0,1,0,0,12.569565737528412
